UsageId,AccountId,SubscriptionId,Month,Seats,MAU,MAURatio,Sessions,FeatureAdoptionRate
U0002737,A00629,SUB00255,2026-02-01,100,84,0.843,1001,0.42
U0002738,A00629,SUB00255,2026-03-01,100,81,0.816,2697,0.38
U0002739,A00629,SUB00255,2026-04-01,100,76,0.761,2583,0.83
U0002740,A00629,SUB00255,2026-05-01,100,79,0.794,710,0.68
U0002741,A00633,SUB00256,2025-06-01,500,275,0.551,3315,0.41
U0002742,A00633,SUB00256,2025-07-01,500,282,0.566,2325,0.83
U0002743,A00633,SUB00256,2025-08-01,500,290,0.581,9724,0.7
U0002744,A00633,SUB00256,2025-09-01,500,297,0.596,9660,0.47
U0002745,A00633,SUB00256,2025-10-01,500,305,0.611,8009,0.72
U0002746,A00633,SUB00256,2025-11-01,500,312,0.626,10208,0.65
U0002747,A00633,SUB00256,2025-12-01,500,320,0.641,5127,0.43
U0002748,A00633,SUB00256,2026-01-01,500,327,0.656,10153,0.73
U0002749,A00633,SUB00256,2026-02-01,500,335,0.671,5504,0.75
U0002750,A00633,SUB00256,2026-03-01,500,342,0.686,5818,0.43
U0002751,A00633,SUB00256,2026-04-01,500,350,0.701,10743,0.56
U0002752,A00633,SUB00256,2026-05-01,500,357,0.716,4692,0.75
U0002753,A00634,SUB00257,2025-06-01,500,233,0.468,7916,0.53
U0002754,A00634,SUB00257,2025-07-01,500,327,0.656,8898,0.52
U0002755,A00634,SUB00257,2025-08-01,500,255,0.511,3188,0.56
U0002756,A00634,SUB00257,2025-09-01,500,216,0.433,3480,0.76
U0002757,A00634,SUB00257,2025-10-01,500,340,0.68,8434,0.87
U0002758,A00634,SUB00257,2025-11-01,500,226,0.454,3010,0.89
U0002759,A00634,SUB00257,2025-12-01,500,272,0.545,8642,0.88
U0002760,A00634,SUB00257,2026-01-01,500,225,0.452,5436,0.84
U0002761,A00635,SUB00258,2025-06-01,50,19,0.385,581,0.89
U0002762,A00635,SUB00258,2025-07-01,50,38,0.764,401,0.2
U0002763,A00635,SUB00258,2025-08-01,50,24,0.484,734,0.76
U0002764,A00635,SUB00258,2025-09-01,50,31,0.638,284,0.35
U0002765,A00635,SUB00258,2025-10-01,50,19,0.4,153,0.56
U0002766,A00635,SUB00258,2025-11-01,50,23,0.463,207,0.38
U0002767,A00635,SUB00258,2025-12-01,50,22,0.454,665,0.68
U0002768,A00635,SUB00258,2026-01-01,50,20,0.406,532,0.24
U0002769,A00635,SUB00258,2026-02-01,50,35,0.708,375,0.9
U0002770,A00635,SUB00258,2026-03-01,50,21,0.424,481,0.64
U0002771,A00635,SUB00258,2026-04-01,50,20,0.419,604,0.86
U0002772,A00635,SUB00258,2026-05-01,50,18,0.379,207,0.23
U0002773,A00638,SUB00259,2025-06-01,500,248,0.496,5668,0.89
U0002774,A00638,SUB00259,2025-07-01,500,281,0.564,6790,0.5
U0002775,A00638,SUB00259,2025-08-01,500,187,0.375,2172,0.45
U0002776,A00638,SUB00259,2025-09-01,500,293,0.587,5957,0.61
U0002777,A00638,SUB00259,2025-10-01,500,226,0.454,4188,0.32
U0002778,A00638,SUB00259,2025-11-01,500,278,0.557,5823,0.57
U0002779,A00638,SUB00259,2025-12-01,500,214,0.429,4952,0.73
U0002780,A00638,SUB00259,2026-01-01,500,362,0.725,11403,0.26
U0002781,A00638,SUB00259,2026-02-01,500,339,0.679,4826,0.77
U0002782,A00638,SUB00259,2026-03-01,500,295,0.591,6522,0.76
U0002783,A00638,SUB00259,2026-04-01,500,277,0.555,8227,0.22
U0002784,A00638,SUB00259,2026-05-01,500,201,0.403,2094,0.7
U0002785,A00644,SUB00260,2025-08-01,20,14,0.723,399,0.55
U0002786,A00644,SUB00260,2025-09-01,20,14,0.738,125,0.79
U0002787,A00644,SUB00260,2025-10-01,20,15,0.753,353,0.79
U0002788,A00644,SUB00260,2025-11-01,20,15,0.768,494,0.57
U0002789,A00644,SUB00260,2025-12-01,20,15,0.783,433,0.5
U0002790,A00644,SUB00260,2026-01-01,20,15,0.798,461,0.68
U0002791,A00644,SUB00260,2026-02-01,20,16,0.813,354,0.36
U0002792,A00644,SUB00260,2026-03-01,20,16,0.828,429,0.22
U0002793,A00644,SUB00260,2026-04-01,20,16,0.843,551,0.36
U0002794,A00644,SUB00260,2026-05-01,20,17,0.858,307,0.89
U0002795,A00647,SUB00261,2025-06-01,100,34,0.347,407,0.88
U0002796,A00647,SUB00261,2025-07-01,100,36,0.362,935,0.29
U0002797,A00647,SUB00261,2025-08-01,100,37,0.377,1114,0.81
U0002798,A00647,SUB00261,2025-09-01,100,39,0.392,548,0.27
U0002799,A00647,SUB00261,2025-10-01,100,40,0.407,951,0.73
U0002800,A00647,SUB00261,2025-11-01,100,42,0.422,670,0.33
U0002801,A00647,SUB00261,2025-12-01,100,43,0.437,527,0.24
U0002802,A00647,SUB00261,2026-01-01,100,45,0.452,811,0.62
U0002803,A00647,SUB00261,2026-02-01,100,46,0.467,1069,0.4
U0002804,A00647,SUB00261,2026-03-01,100,48,0.482,1329,0.72
U0002805,A00647,SUB00261,2026-04-01,100,49,0.497,1513,0.26
U0002806,A00647,SUB00261,2026-05-01,100,51,0.512,500,0.56
U0002807,A00650,SUB00262,2025-06-01,250,102,0.408,3353,0.47
U0002808,A00650,SUB00262,2025-07-01,250,95,0.383,2686,0.36
U0002809,A00650,SUB00262,2025-08-01,250,89,0.358,2090,0.67
U0002810,A00650,SUB00262,2025-09-01,250,83,0.333,2018,0.39
U0002811,A00650,SUB00262,2025-10-01,250,77,0.308,843,0.77
U0002812,A00650,SUB00262,2025-11-01,250,70,0.283,1195,0.87
U0002813,A00650,SUB00262,2025-12-01,250,64,0.258,702,0.6
U0002814,A00650,SUB00262,2026-01-01,250,58,0.233,1402,0.38
U0002815,A00650,SUB00262,2026-02-01,250,52,0.208,1610,0.31
U0002816,A00650,SUB00262,2026-03-01,250,45,0.183,1149,0.21
U0002817,A00650,SUB00262,2026-04-01,250,39,0.158,1057,0.88
U0002818,A00650,SUB00262,2026-05-01,250,33,0.133,772,0.21
U0002819,A00651,SUB00263,2025-11-01,20,15,0.788,449,0.8
U0002820,A00651,SUB00263,2025-12-01,20,16,0.803,370,0.46
U0002821,A00651,SUB00263,2026-01-01,20,16,0.818,173,0.85
U0002822,A00651,SUB00263,2026-02-01,20,16,0.833,249,0.44
U0002823,A00651,SUB00263,2026-03-01,20,16,0.848,251,0.69
U0002824,A00651,SUB00263,2026-04-01,20,17,0.863,590,0.56
U0002825,A00651,SUB00263,2026-05-01,20,17,0.878,502,0.56
U0002826,A00652,SUB00264,2025-06-01,10,8,0.812,129,0.78
U0002827,A00652,SUB00264,2025-07-01,10,7,0.798,99,0.5
U0002828,A00652,SUB00264,2025-08-01,10,8,0.877,250,0.66
U0002829,A00652,SUB00264,2025-09-01,10,8,0.849,243,0.73
U0002830,A00652,SUB00264,2025-10-01,10,8,0.804,263,0.84
U0002831,A00652,SUB00264,2025-11-01,10,8,0.815,78,0.43
U0002832,A00652,SUB00264,2025-12-01,10,8,0.815,203,0.46
U0002833,A00652,SUB00264,2026-01-01,10,7,0.791,162,0.71
U0002834,A00652,SUB00264,2026-02-01,10,8,0.861,226,0.6
U0002835,A00652,SUB00264,2026-03-01,10,7,0.787,145,0.52
U0002836,A00652,SUB00264,2026-04-01,10,8,0.85,132,0.24
U0002837,A00652,SUB00264,2026-05-01,10,8,0.843,107,0.55
U0002838,A00654,SUB00265,2025-06-01,5,3,0.792,70,0.3
U0002839,A00654,SUB00265,2025-07-01,5,3,0.789,52,0.71
U0002840,A00654,SUB00265,2025-08-01,5,3,0.775,43,0.88
U0002841,A00654,SUB00265,2025-09-01,5,3,0.733,78,0.58
U0002842,A00654,SUB00265,2025-10-01,5,3,0.78,79,0.85
U0002843,A00654,SUB00265,2025-11-01,5,3,0.784,61,0.59
U0002844,A00654,SUB00265,2025-12-01,5,3,0.745,44,0.29
U0002845,A00654,SUB00265,2026-01-01,5,3,0.719,84,0.8
U0002846,A00654,SUB00265,2026-02-01,5,3,0.704,56,0.44
U0002847,A00654,SUB00265,2026-03-01,5,3,0.76,91,0.69
U0002848,A00654,SUB00265,2026-04-01,5,3,0.698,55,0.29
U0002849,A00654,SUB00265,2026-05-01,5,3,0.768,83,0.42
U0002850,A00655,SUB00266,2025-06-01,500,282,0.565,2726,0.46
U0002851,A00655,SUB00266,2025-07-01,500,277,0.555,7203,0.57
U0002852,A00655,SUB00266,2025-08-01,500,281,0.563,9764,0.31
U0002853,A00655,SUB00266,2025-09-01,500,288,0.576,7864,0.43
U0002854,A00655,SUB00266,2025-10-01,500,278,0.556,4272,0.51
U0002855,A00655,SUB00266,2025-11-01,500,313,0.626,8101,0.34
U0002856,A00655,SUB00266,2025-12-01,500,277,0.555,9658,0.24
U0002857,A00655,SUB00266,2026-01-01,500,297,0.595,6023,0.32
U0002858,A00655,SUB00266,2026-02-01,500,288,0.577,6539,0.21
U0002859,A00655,SUB00266,2026-03-01,500,277,0.555,5115,0.57
U0002860,A00655,SUB00266,2026-04-01,500,312,0.625,7164,0.89
U0002861,A00655,SUB00266,2026-05-01,500,312,0.624,8273,0.75
U0002862,A00656,SUB00267,2025-06-01,20,11,0.579,189,0.21
U0002863,A00656,SUB00267,2025-07-01,20,11,0.599,366,0.24
U0002864,A00656,SUB00267,2025-08-01,20,12,0.602,366,0.24
U0002865,A00656,SUB00267,2025-09-01,20,12,0.614,369,0.9
U0002866,A00656,SUB00267,2025-10-01,20,12,0.622,259,0.5
U0002867,A00656,SUB00267,2025-11-01,20,11,0.551,257,0.7
U0002868,A00656,SUB00267,2025-12-01,20,10,0.527,224,0.67
U0002869,A00656,SUB00267,2026-01-01,20,11,0.585,349,0.87
U0002870,A00656,SUB00267,2026-02-01,20,11,0.557,217,0.46
U0002871,A00656,SUB00267,2026-03-01,20,11,0.571,349,0.53
U0002872,A00656,SUB00267,2026-04-01,20,11,0.597,156,0.73
U0002873,A00656,SUB00267,2026-05-01,20,11,0.557,103,0.24
U0002874,A00659,SUB00268,2025-11-01,50,40,0.815,1006,0.71
U0002875,A00659,SUB00268,2025-12-01,50,41,0.83,771,0.44
U0002876,A00659,SUB00268,2026-01-01,50,42,0.845,822,0.84
U0002877,A00659,SUB00268,2026-02-01,50,43,0.86,709,0.46
U0002878,A00659,SUB00268,2026-03-01,50,43,0.875,1316,0.57
U0002879,A00659,SUB00268,2026-04-01,50,44,0.89,1215,0.29
U0002880,A00659,SUB00268,2026-05-01,50,45,0.905,1556,0.54
U0002881,A00660,SUB00269,2025-06-01,20,4,0.233,50,0.31
U0002882,A00660,SUB00269,2025-07-01,20,4,0.243,54,0.49
U0002883,A00660,SUB00269,2025-08-01,20,5,0.256,104,0.68
U0002884,A00660,SUB00269,2025-09-01,20,8,0.447,268,0.51
U0002885,A00660,SUB00269,2025-10-01,20,11,0.558,292,0.24
U0002886,A00660,SUB00269,2025-11-01,20,9,0.477,256,0.62
U0002887,A00660,SUB00269,2025-12-01,20,8,0.42,72,0.88
U0002888,A00660,SUB00269,2026-01-01,20,6,0.321,88,0.36
U0002889,A00660,SUB00269,2026-02-01,20,4,0.236,45,0.67
U0002890,A00660,SUB00269,2026-03-01,20,11,0.595,381,0.71
U0002891,A00660,SUB00269,2026-04-01,20,6,0.322,194,0.45
U0002892,A00660,SUB00269,2026-05-01,20,8,0.435,205,0.67
U0002893,A00661,SUB00270,2025-10-01,50,16,0.321,186,0.79
U0002894,A00661,SUB00270,2025-11-01,50,14,0.296,399,0.65
U0002895,A00661,SUB00270,2025-12-01,50,13,0.271,350,0.73
U0002896,A00661,SUB00270,2026-01-01,50,12,0.246,336,0.5
U0002897,A00661,SUB00270,2026-02-01,50,11,0.221,259,0.59
U0002898,A00661,SUB00270,2026-03-01,50,9,0.196,304,0.8
U0002899,A00661,SUB00270,2026-04-01,50,8,0.171,142,0.28
U0002900,A00661,SUB00270,2026-05-01,50,7,0.146,112,0.87
U0002901,A00661,SUB00270,2026-06-01,50,6,0.121,51,0.85
U0002902,A00661,SUB00270,2026-07-01,50,4,0.096,104,0.63
U0002903,A00661,SUB00270,2026-08-01,50,3,0.071,73,0.36
U0002904,A00661,SUB00270,2026-09-01,50,2,0.05,20,0.32
U0002905,A00661,SUB00270,2026-10-01,50,2,0.05,46,0.69
U0002906,A00661,SUB00270,2026-11-01,50,2,0.05,64,0.53
U0002907,A00661,SUB00270,2026-12-01,50,2,0.05,56,0.64
U0002908,A00661,SUB00270,2027-01-01,50,2,0.05,53,0.55
U0002909,A00663,SUB00271,2025-06-01,5,4,0.94,60,0.26
U0002910,A00663,SUB00271,2025-07-01,5,3,0.791,43,0.8
U0002911,A00663,SUB00271,2025-08-01,5,4,0.803,83,0.5
U0002912,A00663,SUB00271,2025-09-01,5,4,0.98,35,0.63
U0002913,A00663,SUB00271,2025-10-01,5,4,0.962,57,0.82
U0002914,A00663,SUB00271,2025-11-01,5,4,0.861,85,0.86
U0002915,A00663,SUB00271,2025-12-01,5,4,0.974,75,0.86
U0002916,A00663,SUB00271,2026-01-01,5,3,0.779,26,0.52
U0002917,A00663,SUB00271,2026-02-01,5,3,0.725,65,0.43
U0002918,A00663,SUB00271,2026-03-01,5,3,0.726,72,0.31
U0002919,A00663,SUB00271,2026-04-01,5,4,0.98,42,0.45
U0002920,A00663,SUB00271,2026-05-01,5,3,0.787,70,0.7
U0002921,A00666,SUB00272,2025-08-01,250,103,0.413,1040,0.86
U0002922,A00666,SUB00272,2025-09-01,250,97,0.388,1802,0.74
U0002923,A00666,SUB00272,2025-10-01,250,90,0.363,2904,0.41
U0002924,A00666,SUB00272,2025-11-01,250,84,0.338,2006,0.3
U0002925,A00666,SUB00272,2025-12-01,250,78,0.313,669,0.65
U0002926,A00666,SUB00272,2026-01-01,250,72,0.288,1455,0.51
U0002927,A00666,SUB00272,2026-02-01,250,65,0.263,1793,0.85
U0002928,A00666,SUB00272,2026-03-01,250,59,0.238,941,0.85
U0002929,A00666,SUB00272,2026-04-01,250,53,0.213,1393,0.75
U0002930,A00666,SUB00272,2026-05-01,250,47,0.188,568,0.54
U0002931,A00670,SUB00273,2025-06-01,50,30,0.615,618,0.59
U0002932,A00670,SUB00273,2025-07-01,50,31,0.631,645,0.81
U0002933,A00670,SUB00273,2025-08-01,50,29,0.59,920,0.41
U0002934,A00670,SUB00273,2025-09-01,50,30,0.609,397,0.33
U0002935,A00670,SUB00273,2025-10-01,50,30,0.601,399,0.67
U0002936,A00670,SUB00273,2025-11-01,50,27,0.547,319,0.76
U0002937,A00670,SUB00273,2025-12-01,50,31,0.623,652,0.48
U0002938,A00670,SUB00273,2026-01-01,50,27,0.557,434,0.48
U0002939,A00670,SUB00273,2026-02-01,50,29,0.581,532,0.69
U0002940,A00670,SUB00273,2026-03-01,50,29,0.597,443,0.28
U0002941,A00670,SUB00273,2026-04-01,50,28,0.56,483,0.54
U0002942,A00670,SUB00273,2026-05-01,50,26,0.54,257,0.36
U0002943,A00671,SUB00274,2025-06-01,100,36,0.37,713,0.58
U0002944,A00671,SUB00274,2025-07-01,100,38,0.385,654,0.66
U0002945,A00671,SUB00274,2025-08-01,100,39,0.4,470,0.43
U0002946,A00671,SUB00274,2025-09-01,100,41,0.415,1400,0.64
U0002947,A00671,SUB00274,2025-10-01,100,42,0.43,1138,0.61
U0002948,A00671,SUB00274,2025-11-01,100,44,0.445,1173,0.48
U0002949,A00671,SUB00274,2025-12-01,100,45,0.46,1222,0.3
U0002950,A00671,SUB00274,2026-01-01,100,47,0.475,586,0.67
U0002951,A00671,SUB00274,2026-02-01,100,48,0.49,390,0.58
U0002952,A00671,SUB00274,2026-03-01,100,50,0.505,975,0.31
U0002953,A00671,SUB00274,2026-04-01,100,51,0.52,1066,0.64
U0002954,A00671,SUB00274,2026-05-01,100,53,0.535,1255,0.68
U0002955,A00673,SUB00275,2025-06-01,100,79,0.791,2212,0.72
U0002956,A00673,SUB00275,2025-07-01,100,80,0.806,1036,0.84
U0002957,A00673,SUB00275,2025-08-01,100,82,0.821,2306,0.36
U0002958,A00673,SUB00275,2025-09-01,100,83,0.836,1760,0.63
U0002959,A00673,SUB00275,2025-10-01,100,85,0.851,1905,0.76
U0002960,A00673,SUB00275,2025-11-01,100,86,0.866,2174,0.29
U0002961,A00673,SUB00275,2025-12-01,100,88,0.881,2883,0.23
U0002962,A00673,SUB00275,2026-01-01,100,89,0.896,1637,0.41
U0002963,A00673,SUB00275,2026-02-01,100,91,0.911,2240,0.34
U0002964,A00673,SUB00275,2026-03-01,100,92,0.926,2112,0.58
U0002965,A00673,SUB00275,2026-04-01,100,94,0.941,2335,0.64
U0002966,A00673,SUB00275,2026-05-01,100,95,0.956,1049,0.81
U0002967,A00675,SUB00277,2025-06-01,5,2,0.548,65,0.84
U0002968,A00675,SUB00277,2025-07-01,5,2,0.563,21,0.53
U0002969,A00675,SUB00277,2025-08-01,5,2,0.578,41,0.37
U0002970,A00675,SUB00277,2025-09-01,5,2,0.593,29,0.58
U0002971,A00675,SUB00277,2025-10-01,5,3,0.608,43,0.85
U0002972,A00675,SUB00277,2025-11-01,5,3,0.623,58,0.38
U0002973,A00675,SUB00277,2025-12-01,5,3,0.638,73,0.29
U0002974,A00675,SUB00277,2026-01-01,5,3,0.653,62,0.73
U0002975,A00675,SUB00277,2026-02-01,5,3,0.668,75,0.35
U0002976,A00675,SUB00277,2026-03-01,5,3,0.683,55,0.52
U0002977,A00675,SUB00277,2026-04-01,5,3,0.698,46,0.88
U0002978,A00675,SUB00277,2026-05-01,5,3,0.713,79,0.46
U0002979,A00680,SUB00278,2025-06-01,20,13,0.676,423,0.25
U0002980,A00680,SUB00278,2025-07-01,20,14,0.718,339,0.61
U0002981,A00680,SUB00278,2025-08-01,20,13,0.665,230,0.65
U0002982,A00680,SUB00278,2025-09-01,20,13,0.685,181,0.7
U0002983,A00680,SUB00278,2025-10-01,20,13,0.653,206,0.39
U0002984,A00680,SUB00278,2025-11-01,20,14,0.717,212,0.3
U0002985,A00680,SUB00278,2025-12-01,20,14,0.707,488,0.42
U0002986,A00680,SUB00278,2026-01-01,20,12,0.632,375,0.52
U0002987,A00680,SUB00278,2026-02-01,20,14,0.706,375,0.5
U0002988,A00680,SUB00278,2026-03-01,20,13,0.663,319,0.68
U0002989,A00680,SUB00278,2026-04-01,20,12,0.635,320,0.73
U0002990,A00680,SUB00278,2026-05-01,20,13,0.657,343,0.3
U0002991,A00681,SUB00279,2025-06-01,50,18,0.371,174,0.39
U0002992,A00681,SUB00279,2025-07-01,50,19,0.386,158,0.59
U0002993,A00681,SUB00279,2025-08-01,50,20,0.401,455,0.59
U0002994,A00681,SUB00279,2025-09-01,50,20,0.416,693,0.52
U0002995,A00681,SUB00279,2025-10-01,50,21,0.431,650,0.78
U0002996,A00681,SUB00279,2025-11-01,50,22,0.446,375,0.7
U0002997,A00681,SUB00279,2025-12-01,50,23,0.461,744,0.43
U0002998,A00681,SUB00279,2026-01-01,50,23,0.476,552,0.61
U0002999,A00681,SUB00279,2026-02-01,50,24,0.491,386,0.51
U0003000,A00681,SUB00279,2026-03-01,50,25,0.506,698,0.6
U0003001,A00681,SUB00279,2026-04-01,50,26,0.521,398,0.66
U0003002,A00681,SUB00279,2026-05-01,50,26,0.536,381,0.84
U0003003,A00683,SUB00280,2025-06-01,250,150,0.601,4728,0.73
U0003004,A00683,SUB00280,2025-07-01,250,144,0.576,3352,0.47
U0003005,A00683,SUB00280,2025-08-01,250,137,0.551,2742,0.32
U0003006,A00683,SUB00280,2025-09-01,250,131,0.526,1543,0.55
U0003007,A00686,SUB00281,2025-11-01,5,1,0.377,23,0.88
U0003008,A00686,SUB00281,2025-12-01,5,1,0.352,14,0.36
U0003009,A00686,SUB00281,2026-01-01,5,1,0.327,32,0.73
U0003010,A00686,SUB00281,2026-02-01,5,1,0.302,34,0.71
U0003011,A00686,SUB00281,2026-03-01,5,1,0.277,24,0.78
U0003012,A00686,SUB00281,2026-04-01,5,1,0.252,25,0.41
U0003013,A00686,SUB00281,2026-05-01,5,1,0.227,17,0.49
U0003014,A00687,SUB00282,2025-06-01,250,99,0.397,2202,0.28
U0003015,A00687,SUB00282,2025-07-01,250,102,0.412,2078,0.23
U0003016,A00687,SUB00282,2025-08-01,250,106,0.427,2774,0.79
U0003017,A00687,SUB00282,2025-09-01,250,110,0.442,2017,0.28
U0003018,A00687,SUB00282,2025-10-01,250,114,0.457,3712,0.72
U0003019,A00687,SUB00282,2025-11-01,250,117,0.472,2336,0.46
U0003020,A00687,SUB00282,2025-12-01,250,121,0.487,1517,0.44
U0003021,A00687,SUB00282,2026-01-01,250,125,0.502,2478,0.6
U0003022,A00687,SUB00282,2026-02-01,250,129,0.517,1162,0.37
U0003023,A00687,SUB00282,2026-03-01,250,132,0.532,2718,0.46
U0003024,A00687,SUB00282,2026-04-01,250,136,0.547,1263,0.28
U0003025,A00687,SUB00282,2026-05-01,250,140,0.562,1879,0.29
U0003026,A00688,SUB00283,2025-06-01,10,3,0.324,30,0.44
U0003027,A00688,SUB00283,2025-07-01,10,2,0.299,31,0.63
U0003028,A00688,SUB00283,2025-08-01,10,2,0.274,33,0.36
U0003029,A00688,SUB00283,2025-09-01,10,2,0.249,69,0.77
U0003030,A00688,SUB00283,2025-10-01,10,2,0.224,54,0.36
U0003031,A00688,SUB00283,2025-11-01,10,1,0.199,32,0.83
U0003032,A00688,SUB00283,2025-12-01,10,1,0.174,25,0.24
U0003033,A00688,SUB00283,2026-01-01,10,1,0.149,9,0.29
U0003034,A00688,SUB00283,2026-02-01,10,1,0.124,18,0.62
U0003035,A00688,SUB00283,2026-03-01,10,0,0.099,0,0.41
U0003036,A00688,SUB00283,2026-04-01,10,0,0.074,0,0.65
U0003037,A00688,SUB00283,2026-05-01,10,0,0.05,0,0.39
U0003038,A00690,SUB00284,2025-08-01,20,7,0.391,102,0.85
U0003039,A00690,SUB00284,2025-09-01,20,6,0.304,183,0.89
U0003040,A00690,SUB00284,2025-10-01,20,6,0.303,63,0.56
U0003041,A00690,SUB00284,2025-11-01,20,6,0.319,166,0.7
U0003042,A00690,SUB00284,2025-12-01,20,7,0.396,58,0.78
U0003043,A00690,SUB00284,2026-01-01,20,7,0.368,192,0.49
U0003044,A00690,SUB00284,2026-02-01,20,6,0.309,76,0.44
U0003045,A00690,SUB00284,2026-03-01,20,7,0.395,218,0.24
U0003046,A00690,SUB00284,2026-04-01,20,7,0.385,225,0.6
U0003047,A00690,SUB00284,2026-05-01,20,7,0.351,70,0.26
U0003048,A00692,SUB00285,2025-06-01,20,11,0.586,215,0.55
U0003049,A00692,SUB00285,2025-07-01,20,11,0.561,214,0.53
U0003050,A00692,SUB00285,2025-08-01,20,10,0.536,345,0.69
U0003051,A00692,SUB00285,2025-09-01,20,10,0.511,313,0.41
U0003052,A00692,SUB00285,2025-10-01,20,9,0.486,240,0.7
U0003053,A00692,SUB00285,2025-11-01,20,9,0.461,74,0.32
U0003054,A00692,SUB00285,2025-12-01,20,8,0.436,82,0.23
U0003055,A00692,SUB00285,2026-01-01,20,8,0.411,206,0.22
U0003056,A00692,SUB00285,2026-02-01,20,7,0.386,128,0.28
U0003057,A00692,SUB00285,2026-03-01,20,7,0.361,166,0.34
U0003058,A00692,SUB00285,2026-04-01,20,6,0.336,122,0.22
U0003059,A00692,SUB00285,2026-05-01,20,6,0.311,203,0.28
U0003060,A00697,SUB00286,2025-06-01,500,175,0.352,5650,0.53
U0003061,A00697,SUB00286,2025-07-01,500,183,0.367,2493,0.34
U0003062,A00697,SUB00286,2025-08-01,500,190,0.382,5605,0.66
U0003063,A00697,SUB00286,2025-09-01,500,198,0.397,3423,0.41
U0003064,A00697,SUB00286,2025-10-01,500,205,0.412,5482,0.84
U0003065,A00697,SUB00286,2025-11-01,500,213,0.427,3514,0.82
U0003066,A00697,SUB00286,2025-12-01,500,220,0.442,7287,0.56
U0003067,A00697,SUB00286,2026-01-01,500,228,0.457,7253,0.32
U0003068,A00697,SUB00286,2026-02-01,500,235,0.472,6950,0.35
U0003069,A00697,SUB00286,2026-03-01,500,243,0.487,7496,0.82
U0003070,A00697,SUB00286,2026-04-01,500,250,0.502,6076,0.46
U0003071,A00697,SUB00286,2026-05-01,500,258,0.517,8053,0.5
U0003072,A00698,SUB00287,2025-06-01,100,38,0.382,1001,0.36
U0003073,A00698,SUB00287,2025-07-01,100,39,0.397,1000,0.39
U0003074,A00698,SUB00287,2025-08-01,100,41,0.412,1214,0.47
U0003075,A00698,SUB00287,2025-09-01,100,42,0.427,455,0.67
U0003076,A00698,SUB00287,2025-10-01,100,44,0.442,496,0.8
U0003077,A00698,SUB00287,2025-11-01,100,45,0.457,382,0.59
U0003078,A00698,SUB00287,2025-12-01,100,47,0.472,1105,0.27
U0003079,A00698,SUB00287,2026-01-01,100,48,0.487,1075,0.33
U0003080,A00698,SUB00287,2026-02-01,100,50,0.502,1062,0.57
U0003081,A00698,SUB00287,2026-03-01,100,51,0.517,1629,0.32
U0003082,A00698,SUB00287,2026-04-01,100,53,0.532,723,0.42
U0003083,A00698,SUB00287,2026-05-01,100,54,0.547,1420,0.45
U0003084,A00699,SUB00288,2025-06-01,250,186,0.746,5267,0.31
U0003085,A00699,SUB00288,2025-07-01,250,176,0.707,1662,0.55
U0003086,A00699,SUB00288,2025-08-01,250,182,0.732,5679,0.58
U0003087,A00699,SUB00288,2025-09-01,250,183,0.733,5275,0.56
U0003088,A00699,SUB00288,2025-10-01,250,181,0.725,4003,0.34
U0003089,A00699,SUB00288,2025-11-01,250,179,0.716,5667,0.88
U0003090,A00699,SUB00288,2025-12-01,250,186,0.744,5347,0.3
U0003091,A00699,SUB00288,2026-01-01,250,186,0.746,1654,0.73
U0003092,A00699,SUB00288,2026-02-01,250,172,0.691,3829,0.6
U0003093,A00699,SUB00288,2026-03-01,250,189,0.76,5910,0.71
U0003094,A00699,SUB00288,2026-04-01,250,165,0.664,4219,0.54
U0003095,A00699,SUB00288,2026-05-01,250,186,0.746,2498,0.57
U0003096,A00702,SUB00289,2026-02-01,50,27,0.545,931,0.72
U0003097,A00702,SUB00289,2026-03-01,50,28,0.56,325,0.34
U0003098,A00702,SUB00289,2026-04-01,50,28,0.575,940,0.23
U0003099,A00702,SUB00289,2026-05-01,50,29,0.59,305,0.28
U0003100,A00704,SUB00290,2025-06-01,50,17,0.353,567,0.66
U0003101,A00704,SUB00290,2025-07-01,50,17,0.359,542,0.22
U0003102,A00704,SUB00290,2025-08-01,50,17,0.344,559,0.67
U0003103,A00704,SUB00290,2025-09-01,50,14,0.293,408,0.21
U0003104,A00704,SUB00290,2025-10-01,50,15,0.303,291,0.88
U0003105,A00704,SUB00290,2025-11-01,50,17,0.342,472,0.29
U0003106,A00704,SUB00290,2025-12-01,50,14,0.291,210,0.41
U0003107,A00704,SUB00290,2026-01-01,50,17,0.343,420,0.37
U0003108,A00704,SUB00290,2026-02-01,50,14,0.289,432,0.67
U0003109,A00704,SUB00290,2026-03-01,50,14,0.291,485,0.22
U0003110,A00704,SUB00290,2026-04-01,50,19,0.382,620,0.35
U0003111,A00704,SUB00290,2026-05-01,50,15,0.318,327,0.41
U0003112,A00706,SUB00291,2025-06-01,100,54,0.54,778,0.85
U0003113,A00706,SUB00291,2025-07-01,100,58,0.581,1295,0.64
U0003114,A00706,SUB00291,2025-08-01,100,41,0.415,808,0.71
U0003115,A00706,SUB00291,2025-09-01,100,23,0.236,225,0.25
U0003116,A00706,SUB00291,2025-10-01,100,47,0.477,715,0.43
U0003117,A00706,SUB00291,2025-11-01,100,37,0.375,931,0.82
U0003118,A00706,SUB00291,2025-12-01,100,34,0.35,406,0.43
U0003119,A00706,SUB00291,2026-01-01,100,34,0.347,511,0.56
